District,Soil_Color,N,P,K,pH,Rainfall,Temperature,Crop,Fertilizer,OC,EC,B,Fe,Mn,Cu,Zn,S,District_Normal_Rainfall,Humidity,N_P_Ratio,N_K_Ratio,P_K_Ratio,Rainfall_Deviation,OC_Class,Soil_Health_Score,Growing_Season
Kolhapur,Dark Brown,110,80,45,7.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,75.95,1.3748,2.4439,1.7774,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,110,60,55,7.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.32,1.833,1.9996,1.0907,-0.5384,High,8,Rabi
Pune,Reddish Brown,110,55,50,7.0,800,15,Wheat,Urea,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,81.13,1.9996,2.1996,1.0998,-0.0715,Medium,7,Rabi
Solapur,Red,60,45,40,6.5,600,20,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,71.4,1.333,1.4996,1.1247,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,110,65,60,6.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.55,1.692,1.833,1.0832,-0.4807,High,8,Rabi
Solapur,Red,80,40,60,6.0,500,15,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,66.07,1.9995,1.3331,0.6666,0.0393,Medium,7,Rabi
Kolhapur,Dark Brown,100,40,55,7.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,91.05,2.4994,1.8179,0.7271,-0.423,High,8,Rabi
Solapur,Red,70,50,60,6.0,500,15,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,64.88,1.3997,1.1665,0.8332,0.0393,Medium,6,Rabi
Solapur,Red,70,40,55,7.5,600,30,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,71.28,1.7496,1.2725,0.7271,0.2471,Medium,6,Rabi
Solapur,Red,80,50,50,7.0,500,25,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,66.24,1.5997,1.5997,0.9998,0.0393,Medium,7,Rabi
Kolhapur,Dark Brown,95,55,45,7.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,76.3,1.727,2.1106,1.222,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,65,55,45,7.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.37,1.1816,1.4441,1.222,-0.5961,High,7,Rabi
Pune,Reddish Brown,120,50,40,6.5,700,15,Wheat,19:19:19 NPK,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,77.78,2.3995,2.9993,1.2497,-0.1876,Medium,7,Rabi
Kolhapur,Dark Brown,95,45,50,6.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,92.88,2.1106,1.8996,0.8998,-0.423,High,8,Rabi
Kolhapur,Dark Brown,90,60,45,7.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.93,1.4998,1.9996,1.333,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,100,65,45,6.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,65.7,1.5382,2.2217,1.4441,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,120,60,50,7.0,900,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,86.3,1.9997,2.3995,1.1998,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,75,55,50,7.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,71.48,1.3634,1.4997,1.0998,-0.6538,High,7,Rabi
Kolhapur,Dark Brown,85,40,45,6.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.84,2.1245,1.8885,0.8887,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,95,55,55,7.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,75.49,1.727,1.727,0.9998,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,110,80,50,7.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.85,1.3748,2.1996,1.5997,-0.6538,High,8,Rabi
Satara,Black,80,60,55,6.0,500,15,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,68.9,1.3331,1.4543,1.0907,-0.4358,Low,6,Rabi
Pune,Reddish Brown,115,55,45,7.0,800,20,Wheat,19:19:19 NPK,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,80.88,2.0905,2.555,1.222,-0.0715,Medium,7,Rabi
Solapur,Red,60,45,45,6.5,600,20,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,70.27,1.333,1.333,0.9998,0.2471,Medium,6,Rabi
Satara,Black,65,40,50,7.0,600,20,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,69.94,1.6246,1.2997,0.7998,-0.323,Low,5,Rabi
Solapur,Red,75,55,40,6.5,600,20,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,72.16,1.3634,1.8745,1.3747,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,120,65,60,6.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.49,1.8459,1.9997,1.0832,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,100,70,50,7.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,74.26,1.4284,1.9996,1.3997,-0.5961,High,8,Rabi
Satara,Black,80,50,40,6.5,700,25,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,76.71,1.5997,1.9995,1.2497,-0.2101,Low,6,Rabi
Kolhapur,Dark Brown,65,55,40,6.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.44,1.1816,1.6246,1.3747,-0.5384,High,7,Rabi
Satara,Black,75,45,40,6.5,500,15,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,66.03,1.6663,1.8745,1.1247,-0.4358,Low,5,Rabi
Kolhapur,Dark Brown,115,75,50,7.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,87.33,1.5331,2.2995,1.4997,-0.423,High,8,Rabi
Kolhapur,Dark Brown,60,45,45,6.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,71.27,1.333,1.333,0.9998,-0.6538,High,7,Rabi
Kolhapur,Dark Brown,80,40,40,6.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.37,1.9995,1.9995,0.9998,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,120,60,45,6.5,1000,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,87.84,1.9997,2.6661,1.333,-0.423,High,8,Rabi
Kolhapur,Dark Brown,100,50,40,6.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.54,1.9996,2.4994,1.2497,-0.423,High,8,Rabi
Kolhapur,Dark Brown,85,55,45,7.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,74.65,1.5452,1.8885,1.222,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,115,50,40,6.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.96,2.2995,2.8743,1.2497,-0.423,High,8,Rabi
Sangli,Black,100,45,40,6.5,900,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,90.62,2.2217,2.4994,1.1247,0.7493,Medium,7,Rabi
Kolhapur,Dark Brown,105,65,60,6.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,87.04,1.6151,1.7497,1.0832,-0.4807,High,8,Rabi
Sangli,Black,105,40,45,6.5,900,25,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.75,2.6243,2.3328,0.8887,0.7493,Medium,7,Rabi
Kolhapur,Dark Brown,70,60,45,7.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,86.79,1.1665,1.5552,1.333,-0.4807,High,7,Rabi
Solapur,Red,60,40,60,6.0,500,15,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,65.19,1.4996,0.9998,0.6666,0.0393,Medium,6,Rabi
Kolhapur,Dark Brown,65,40,50,7.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,66.15,1.6246,1.2997,0.7998,-0.6538,High,7,Rabi
Sangli,Black,100,55,40,6.5,900,15,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,86.7,1.8179,2.4994,1.3747,0.7493,Medium,7,Rabi
Kolhapur,Dark Brown,120,45,60,6.0,900,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.24,2.6661,1.9997,0.7499,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,60,40,40,6.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,70.15,1.4996,1.4996,0.9998,-0.7115,High,7,Rabi
Solapur,Red,80,40,55,7.5,600,30,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.76,1.9995,1.4543,0.7271,0.2471,Medium,7,Rabi
Sangli,Black,105,60,40,6.5,900,15,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,87.32,1.7497,2.6243,1.4996,0.7493,Medium,7,Rabi
Kolhapur,Dark Brown,100,45,40,6.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,91.99,2.2217,2.4994,1.1247,-0.423,High,8,Rabi
Sangli,Black,110,60,60,6.0,800,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.84,1.833,1.833,0.9998,0.5549,Medium,7,Rabi
Solapur,Red,65,40,50,7.0,500,25,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,67.06,1.6246,1.2997,0.7998,0.0393,Medium,6,Rabi
Satara,Black,70,60,40,6.5,500,15,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,66.21,1.1665,1.7496,1.4996,-0.4358,Low,5,Rabi
Kolhapur,Dark Brown,100,50,45,7.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.41,1.9996,2.2217,1.1109,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,70,55,40,6.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.6,1.2725,1.7496,1.3747,-0.5384,High,7,Rabi
Kolhapur,Dark Brown,100,55,45,7.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,66.97,1.8179,2.2217,1.222,-0.7115,High,8,Rabi
Sangli,Black,120,40,60,6.0,800,15,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,88.49,2.9993,1.9997,0.6666,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,110,65,45,6.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,73.49,1.692,2.4439,1.4441,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,110,55,40,6.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.86,1.9996,2.7493,1.3747,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,100,45,50,7.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.16,2.2217,1.9996,0.8998,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,90,40,50,7.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.07,2.2494,1.7996,0.7998,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,105,60,60,6.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,77.3,1.7497,1.7497,0.9998,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,65,50,40,6.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.66,1.2997,1.6246,1.2497,-0.6538,High,7,Rabi
Sangli,Black,115,45,60,6.0,800,15,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.37,2.555,1.9163,0.7499,0.5549,Medium,7,Rabi
Sangli,Black,105,50,55,7.5,900,20,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,87.57,2.0996,1.9087,0.9089,0.7493,Medium,7,Rabi
Solapur,Red,80,55,60,6.0,500,15,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,66.11,1.4543,1.3331,0.9165,0.0393,Medium,7,Rabi
Kolhapur,Dark Brown,110,60,40,6.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.21,1.833,2.7493,1.4996,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,105,60,45,7.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,76.27,1.7497,2.3328,1.333,-0.5961,High,8,Rabi
Solapur,Red,60,40,45,6.5,600,20,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,74.25,1.4996,1.333,0.8887,0.2471,Medium,6,Rabi
Sangli,Black,120,40,50,7.0,800,15,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,83.46,2.9993,2.3995,0.7998,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,115,55,45,7.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,65.94,2.0905,2.555,1.222,-0.7115,High,8,Rabi
Sangli,Black,115,40,55,7.5,900,25,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,86.07,2.8743,2.0905,0.7271,0.7493,Medium,7,Rabi
Solapur,Red,75,60,40,6.5,600,20,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,71.97,1.2498,1.8745,1.4996,0.2471,Medium,6,Rabi
Sangli,Black,110,50,45,7.0,800,25,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.76,2.1996,2.4439,1.1109,0.5549,Medium,7,Rabi
Solapur,Red,80,45,40,6.5,600,20,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,70.05,1.7774,1.9995,1.1247,0.2471,Medium,7,Rabi
Kolhapur,Dark Brown,75,40,50,7.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,72.52,1.8745,1.4997,0.7998,-0.6538,High,7,Rabi
Pune,Reddish Brown,100,55,50,7.0,800,15,Wheat,Urea,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,81.46,1.8179,1.9996,1.0998,-0.0715,Medium,7,Rabi
Sangli,Black,110,55,40,6.5,900,15,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,86.83,1.9996,2.7493,1.3747,0.7493,Medium,7,Rabi
Solapur,Red,75,55,45,7.0,500,25,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,64.36,1.3634,1.6663,1.222,0.0393,Medium,6,Rabi
Satara,Black,60,40,60,6.0,700,25,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,74.4,1.4996,0.9998,0.6666,-0.2101,Low,5,Rabi
Kolhapur,Dark Brown,80,50,60,6.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,75.05,1.5997,1.3331,0.8332,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,80,50,45,7.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,68.7,1.5997,1.7774,1.1109,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,120,60,55,7.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.75,1.9997,2.1814,1.0907,-0.5384,High,8,Rabi
Kolhapur,Dark Brown,115,60,60,6.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.12,1.9163,1.9163,0.9998,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,80,55,50,7.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,70.48,1.4543,1.5997,1.0998,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,75,60,60,7.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.8,1.2498,1.2498,0.9998,-0.5384,High,7,Rabi
Kolhapur,Dark Brown,85,55,50,7.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,70.61,1.5452,1.6997,1.0998,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,85,45,60,6.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.08,1.8885,1.4164,0.7499,-0.7115,High,8,Rabi
Sangli,Black,100,45,45,6.5,900,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,85.43,2.2217,2.2217,0.9998,0.7493,Medium,7,Rabi
Solapur,Red,70,50,50,7.0,500,25,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,60.27,1.3997,1.3997,0.9998,0.0393,Medium,6,Rabi
Solapur,Red,75,60,50,7.5,600,30,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,69.81,1.2498,1.4997,1.1998,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,115,45,45,6.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,70.92,2.555,2.555,0.9998,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,60,60,55,6.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,75.1,0.9998,1.0907,1.0907,-0.5961,High,7,Rabi
Kolhapur,Dark Brown,100,55,60,6.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,74.16,1.8179,1.6664,0.9165,-0.5961,High,8,Rabi
Solapur,Red,65,50,40,6.5,600,20,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,72.68,1.2997,1.6246,1.2497,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,100,65,55,7.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,89.27,1.5382,1.8179,1.1816,-0.423,High,8,Rabi
Solapur,Red,80,50,55,7.5,600,30,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,66.12,1.5997,1.4543,0.9089,0.2471,Medium,7,Rabi
Satara,Black,60,45,40,6.5,500,15,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,65.49,1.333,1.4996,1.1247,-0.4358,Low,5,Rabi
Solapur,Red,75,50,40,6.5,600,20,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,70.52,1.4997,1.8745,1.2497,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,100,55,50,7.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,72.46,1.8179,1.9996,1.0998,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,80,60,55,6.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,71.0,1.3331,1.4543,1.0907,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,120,40,55,7.5,800,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.67,2.9993,2.1814,0.7271,-0.5384,High,8,Rabi
Satara,Black,70,40,45,6.5,700,25,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,74.59,1.7496,1.5552,0.8887,-0.2101,Low,5,Rabi
Satara,Black,60,60,60,6.0,600,20,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,71.91,0.9998,0.9998,0.9998,-0.323,Low,5,Rabi
Pune,Reddish Brown,100,60,40,7.5,900,20,Wheat,Urea,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,85.51,1.6664,2.4994,1.4996,0.0446,Medium,7,Rabi
Kolhapur,Dark Brown,75,55,40,6.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.28,1.3634,1.8745,1.3747,-0.5384,High,7,Rabi
Sangli,Black,115,40,60,6.0,800,15,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.68,2.8743,1.9163,0.6666,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,100,70,60,6.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,68.49,1.4284,1.6664,1.1665,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,120,60,45,7.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.1,1.9997,2.6661,1.333,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,65,60,55,6.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,76.47,1.0832,1.1816,1.0907,-0.5961,High,7,Rabi
Satara,Black,80,60,40,6.5,500,15,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,66.33,1.3331,1.9995,1.4996,-0.4358,Low,6,Rabi
Solapur,Red,75,45,45,6.5,600,20,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.86,1.6663,1.6663,0.9998,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,85,45,50,6.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,91.42,1.8885,1.6997,0.8998,-0.423,High,8,Rabi
Satara,Black,75,45,45,6.5,600,20,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,73.4,1.6663,1.6663,0.9998,-0.323,Low,5,Rabi
Kolhapur,Dark Brown,75,45,50,6.5,1000,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,92.66,1.6663,1.4997,0.8998,-0.423,High,7,Rabi
Solapur,Red,75,45,55,7.5,600,30,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,69.05,1.6663,1.3634,0.818,0.2471,Medium,6,Rabi
Satara,Black,75,40,40,6.0,500,15,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,69.08,1.8745,1.8745,0.9998,-0.4358,Low,5,Rabi
Kolhapur,Dark Brown,85,50,45,7.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,66.3,1.6997,1.8885,1.1109,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,85,55,60,7.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,68.68,1.5452,1.4164,0.9165,-0.7115,High,8,Rabi
Sangli,Black,115,45,45,6.5,900,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,83.25,2.555,2.555,0.9998,0.7493,Medium,7,Rabi
Solapur,Red,65,50,60,6.0,500,15,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,67.9,1.2997,1.0832,0.8332,0.0393,Medium,6,Rabi
Sangli,Black,120,45,60,6.0,800,15,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.86,2.6661,1.9997,0.7499,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,100,75,45,7.0,500,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.11,1.3332,2.2217,1.6663,-0.7115,High,8,Rabi
Sangli,Black,110,55,50,7.5,900,15,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.37,1.9996,2.1996,1.0998,0.7493,Medium,7,Rabi
Kolhapur,Dark Brown,105,45,55,7.5,1000,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,90.33,2.3328,1.9087,0.818,-0.423,High,8,Rabi
Pune,Reddish Brown,110,50,50,6.5,700,15,Wheat,19:19:19 NPK,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,76.65,2.1996,2.1996,0.9998,-0.1876,Medium,7,Rabi
Kolhapur,Dark Brown,90,45,40,6.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,90.15,1.9996,2.2494,1.1247,-0.423,High,8,Rabi
